id;word;definition;example;tags;status;created_at;updated_at;created_by
170fd21a-a7ee-46d5-8384-53e2679d7161;demur;to raise objections or show reluctance;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0b9bfd4a-f920-4545-bc2f-6afd8dab6e48;delineate;to describe or portray precisely;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
9c4030e1-f7ad-4974-bf04-631379b01141;defunct;"no longer working or in use; no longer existing";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
cf687ddb-7b2a-4913-b9ea-381d48f79772;derision;"ridicule; contempt";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c0bbc9f4-a12e-4534-a9d8-8988eea56b7a;denouement;the final resolution of a story or series of events;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8581800d-2122-4cf2-817d-2bb8bcd1edd3;denigrate;to belittle or criticize;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bd3516b9-98f9-4dab-8505-5ccc98586994;desuetude;a state of no longer being in use;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
91e45030-de34-44e8-a74f-46d6bb346af4;desiccate;to dry out completely;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c4b76d08-cd0c-4f84-9d27-543411d048c0;derivative;"lacking originality; derived from another source";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a0d905e2-d91b-4ed3-a6a4-381680ddaa29;detraction;damage of reputation, especially due to criticism;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a24bd6ed-8ac4-4f3c-9b1c-e03d2e6d973f;deterrent;something which prevents;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
084d4b66-f8b5-40a9-9346-229063da2929;dichotomy;division into two opposite or mutually exclusive groups;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
de69b21d-4853-41e2-aa38-75e6f209d7aa;diatribe;a bitter verbal attack;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
db9ff40e-226a-487d-83ae-a883ad05876b;diaphanous;"fine or delicate to the point of transparency; insubstantial";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3c95e86a-1e05-4114-8558-5b7c1327cd1d;diffuse;"wordy and disorganized; not concentrated, spread around";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
84ca3738-4f59-4f69-a0aa-2c241a170d15;diffidence;lack of confidence;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e535c7e6-d131-4a30-b03b-69f2d277a33d;didactic;intended to teach or instruct;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c0f7b717-4929-4a5d-b256-37ac830fc78e;dirge;a funeral song or lament;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
50c40837-f0cb-4202-b246-8f6f3a566740;dilettante;a person with superficial interest in an art or field;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8d65e208-8db1-4443-a0e2-b1e0c69e7ceb;digression;turning away from the main course or subject;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ab3e0132-bb21-4bb5-bfad-97f6467a5ec1;discordant;"not in harmony; quarrelsome";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
48756888-92d1-49ee-b879-1a62f5e37a54;discerning;showing good judgment;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
cbf13e47-1140-41e0-a6a4-be388bebdf19;disabuse;to free from a misconception;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
30957937-eca5-4f2d-8502-046bee037b80;discrepancy;a difference or inconsistency;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
29d07c15-44d7-4d6d-b746-fc7875596710;discreet;careful or respecting privacy, especially about something delicate;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
75c09b4a-2bd1-402f-b727-deb88cafc796;discredit;to refuse to believe or cause others to disbelieve;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7d31f261-b347-417e-b9a9-0b762842401d;disinterested;"unbiased; impartial";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
66df92c1-8a40-48eb-9b33-428cd16376a4;disingenuous;"not sincere; pretending ignorance";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1f7a3699-ac4a-4667-b1c5-dd7b4fb0cc46;discrete;separate and distinct;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c052b0c5-5ab0-40ad-b644-592c0438a362;disparage;to belittle or speak slightingly of;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a7a24856-b0ec-4ed0-b5ed-dca61525a1be;dismiss;"to allow or cause to leave; to reject";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
646b036f-9a8a-468a-a131-018c20dd8e00;disjointed;lacking sequence or coherence;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
34b32b99-b820-47c9-a658-8938931c7e89;disseminate;to spread widely;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ff3070b2-386b-4356-8bc8-5cdb9cbc175f;dissemble;to hide one's true feelings or motives;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
30388694-8979-45ec-9403-3cf167453acb;disparate;fundamentally different;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
fe59e5c5-6e77-447a-88c6-56836ba20ddd;dissonance;"lack of harmony; discord";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
043659db-353a-4162-9a8f-f2262db56772;dissolution;act or process of falling apart;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
390ef2f4-4856-4074-8914-a3eab2a2b699;dissident;one who opposes an established belief or organization;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1ef90d8d-edfe-4a80-865f-a5e2b17f10fc;divest;to strip, deprive, or free from;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6658db81-81c2-4a43-954a-e785571edd04;distill;to extract the essence of;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ee2908e6-e8d6-44fb-baa7-bb3e1a1b737d;distend;to swell or expand;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
03314998-1ea9-45d0-9142-5ed2cf7ac0c0;dogmatic;expressing opinions as if they were facts;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a48fca54-c13c-4800-9a2e-95432797300f;doctrinaire;rigidly devoted to a doctrine or theory;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e11fc62d-c12c-4ec6-afbc-42911dba48ae;divulge;to make a secret known;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ffb94616-2a6f-4d72-96eb-1f7c5ecb5ab1;dupe;to deceive or trick;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1d78457d-2627-4c38-89b9-bf9a861a5cda;dross;"something that is inferior; waste matter";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
cfcddf11-1405-494c-92bc-9dceec19b3c5;dormant;"inactive; sleeping";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a85a5c7d-3386-4fc4-98cf-11279c4203e5;eclectic;drawn from various sources;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
49f0f556-6e93-40e4-b8dd-d55aeacd2e1c;eccentric;"unconventional; peculiar";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
39cffd8c-6b76-4554-b0f5-1c5f52dfa120;efficacy;effectiveness;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
25840618-3d25-4b44-80dd-c63a5efd2d05;effete;lacking strength or character;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
645c5bd4-9a4d-4185-801c-ab0d6d519b45;effervescence;"liveliness; bubbling enthusiasm";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
86c2ae57-9aff-4887-bdb8-2c90aadf4aec;elicit;to draw out or evoke;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
00b63360-4b05-40c4-add3-90805abe85a0;elegy;a mournful poem or song;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
84af6139-01dd-470d-9c4f-9b7e98db2101;emollient;having the power to soothe or make soft and supple;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bdb4e86f-59e2-4751-93ef-1ed92105cf37;embellish;"to add ornamentation; to exaggerate";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3576be9f-42d1-407a-867f-ff1d6b8b876c;endemic;native to a particular region or people;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ee948f6e-7735-47c7-903b-eeec201dbee1;encomium;a formal expression of praise;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2e413588-d648-41fd-ab3a-88f09a6a722a;emulate;to try to equal or surpass;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e15c1c01-a39c-4ec7-911c-36334d24429f;enhance;to improve or increase;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a66e845e-7ed9-4a2f-94d3-3658c7fa0531;engender;to cause or produce;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
393d16b3-d467-4a68-892a-188cde749d04;enervate;to weaken or drain of energy;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2a15854e-a0c8-4a15-a5b3-f83fa99e4f44;enunciate;"to pronounce clearly; to announce";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3890627b-7bb9-40e2-b6b5-86d55974d195;ennui;"boredom; weariness";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
382d91a2-1876-497f-b0b3-5929bc9b59ea;enigmatic;"puzzling; mysterious";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7da425ad-2b67-467d-876c-2cfe9e6a4862;equivocate;to use ambiguous language to avoid commitment;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
cdd1886a-1f23-4d5c-8c39-99e7edd0ad4a;equanimity;"calmness; composure";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c199e03e-aa05-40a5-bd25-0a511144f7cb;ephemeral;"short-lived; fleeting";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
dc615cdb-ddc9-47fa-a389-66c81e254d34;eschew;to avoid or shun;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ce884259-a587-4503-baaa-e3418e84d474;erudite;"learned; scholarly";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c02d90aa-e6de-41a2-98b0-7048b70bc51e;errant;"wandering; straying from proper standards";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e1a2422a-036c-40a0-914f-53aa19df05af;estimable;worthy of respect or admiration;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ed36000d-668a-471b-8196-f4cf7b5cb537;esoteric;understood by only a select few;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c6b6968f-16d7-477b-927e-b6e41572770e;essay;to attempt or try;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
13a2861a-c10e-4316-b486-21b85fefd23b;evanescent;quickly fading or vanishing;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3edca3f6-f7bc-4166-90b1-66304d2c63ca;euphemism;a mild expression substituted for an offensive one;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c86c1ff5-8c1a-4554-9b94-5cae6b320927;eulogy;a speech or writing in praise of someone who has died;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c1cbe77a-9417-4b2b-8105-63b3c2915202;exacerbate;to make worse;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1f8a0ff9-93fd-404b-926a-b09c9d466c20;evocative;tending to call forth or suggest emotion or ideas;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5e882fe9-a240-4fae-a31d-a83120a44abb;evince;"to give evidence of; to reveal";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
4758a033-820c-426d-8fbb-7570943b4dab;exculpate;to clear from blame;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
fa16d2c2-4a18-40f4-bb13-bf2a29883ecf;execrable;"extremely bad; detestable";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
553d9abe-1803-44b4-a675-569f13718421;exact;"to call for and obtain; to demand";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
39d64c5a-7969-4bf3-86d9-6284a1597fb3;exigency;"that which is necessary in a given situation; an urgent situation";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
54aa22d8-be04-473c-b96f-34784d62e2a8;existential;"relating to existence; concerned with human existence";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3dd140b8-9ca0-46b1-b365-3c467d8dde6e;exhort;to advise or urge strongly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5d930987-a022-4569-b454-2a1a1a8e9968;explicate;to explain in detail;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ff2fb57a-7559-489e-931f-671ee5e94a29;expiate;to make amends for wrongdoing;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
4d45f17f-2b3f-4fb5-a0e0-ea8ed488a303;exonerate;to clear from blame or accusation;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
95cb1d2e-1394-42ad-a0c7-d0579cf3acf6;extirpate;"to destroy at the roots; to eradicate";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c2305365-2fcd-43ab-b7fe-ac6a3e233d02;extemporaneous;"done without preparation; impromptu";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6043610e-f4ec-472c-abcd-90617a109b90;expository;"serving to explain; providing information or explanations";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5d9d6263-a396-4509-924b-f1a21d7dab92;extrinsic;"coming from without; external";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a52d24d9-cc8e-4eef-a7e7-637d312e34f9;extrapolate;to infer from known information;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d7a65b7c-977b-48e3-8bbe-9bcfb68be2a6;extraneous;"not essential; irrelevant";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bda53d45-56fc-45de-8808-d3c2386871ad;fallacy;a deceptive or mistaken idea or belief;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1a3d3fd6-fb9c-4681-9174-b1986bad712d;facilitate;to make easier;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2b10522d-00d7-43dd-bf68-2029f5060d4f;facetious;treating serious issues with humor;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d4ba2d78-bc29-453f-a167-456023ac9e19;fawning;displaying exaggerated affection or seeking favor through flattery;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ecb11a64-4c7d-473a-a25d-e34ae27ec925;fatuous;"foolish; silly";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
76c547de-09a2-4f02-98cd-03fedf976135;fallow;"plowed but left uncultivated; inactive";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
f06875ba-ff57-44f8-a601-98c5eb875f6e;filibuster;a tactic of obstruction to prevent action, especially passage of a law;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
beccce7d-aa2c-4a5d-9ee5-882f0e499050;fervent;"passionate; intense";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
b52d5a1e-371a-4f93-85c8-2739ae3f5cf9;felicitous;"well-suited; apt";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ee233395-4ed5-4faf-a813-76bffe6dec9c;flout;"to treat with contempt; to disregard";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1a55bc79-eb0f-4352-89cb-60b15ccf7eb3;fledgling;"a young bird; a novice";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
70c48150-f540-46b9-b489-210cc743f30a;flag;to decline in vigor or strength;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3a34789a-c6a1-4e7a-b515-359f7f161c7e;forestall;to prevent by taking action in advance;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
9de69372-10ea-4d19-99a6-0cb3b83cbd62;foment;"to stir up; to instigate";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5c5091ba-fbc9-40e4-a5fc-63f975ff6874;frugality;the quality of being sparing with money and other resources;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
48c5f016-937a-43ce-8207-a565326c20c0;fractious;"irritable; quarrelsome";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ffbb2971-22bb-4080-bc39-ac55111cdd26;futile;"useless; ineffective";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bb7525e1-db8b-4667-8860-69e0cc1d2124;furtive;"secretive; stealthy";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
de2a7ae7-9846-4d18-8f4f-75daddd7553e;fulsome;"offensive by excess; excessive";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a7a9b919-5b89-49d1-8c63-59f3e38c50a0;gauche;lacking good manners or tact;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2c54b8d6-d7f7-4faf-ba18-3ca6014e4786;gainsay;to deny or contradict;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5da1b0ae-a36b-419c-bbf6-5aed493588c5;glib;fluent but insincere;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
f7182e54-aef4-45a1-8e5c-920d75f9e8b3;germane;"relevant; pertinent";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c433bea4-210b-4491-bc69-f8f9e7a9a9e4;genial;"friendly; sympathetic";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2501fd7b-1f3b-405d-8296-5163b06b6048;gregarious;"sociable; enjoying company";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6fcc200a-f434-4707-ae12-f3cfc19d0dac;grandiloquence;pompous or extravagant manner, especially in speech;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
160353bd-24d0-4054-b181-30475682cd7b;goad;to urge or provoke;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
72df7843-8d2d-4acd-822a-2e65f926a829;gullible;easily duped or deceived;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8de1a3ec-bc2a-4415-9b3a-8bd166c62982;guise;"appearance; style of dress";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
123123de-f356-41d4-8d0f-828a0575a934;guileless;"without deceit; honest";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bd8041f2-a39e-4942-a5ca-7957cb45266b;hallowed;"holy; sacred";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
26b7a2c8-4d1c-42d5-85b8-897ae35f9bdc;halcyon;"calm; peaceful";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
b84ab1fa-a097-47f3-a109-fe209daf2bda;hackneyed;"overused; lacking originality";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
903a8e4f-2f5d-429d-b652-785915483859;hedonism;"devotion to pleasure; the doctrine that pleasure is the greatest good";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6cfe442c-41cf-456e-908a-1bf790801df1;harrowing;extremely distressing or difficult;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2d9d8efe-b5a4-4b61-a7f7-e15e7897810f;harangue;a long, angry speech;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0edcbc34-643d-4247-9405-37fa703cc7f7;heterodox;departing from an accepted standard, tradition, or belief;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
635ae160-818c-4c0b-8d02-a1663935e0e4;heretical;"departing from accepted beliefs; characterized by heresy";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
aaea7554-f3f4-4239-b838-2b380a449766;hegemony;dominant influence or authority;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c23fdafe-1fc0-4bee-8713-1b4516b1b406;hyperbole;extreme exaggeration;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0f425690-2b79-4fdf-8186-231d0ec2ee59;hubris;excessive arrogance or pride;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7499f830-3ca0-4e5a-b18f-31b4b9b2136c;homogeneous;uniform in composition throughout;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c12ab503-438c-4a76-b039-2734163bf00d;imbroglio;"a complicated situation or painful misunderstanding; scandal";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a2ca8ee2-ad34-4d91-9992-af8d91959f0c;idolatry;excessive worship or blind devotion;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0e45d1a2-e32d-4dac-a3b7-2ab85ad3abb3;iconoclast;one who attacks traditional beliefs;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2f395f3d-b951-4af4-9d9b-ccca1a95f904;impair;to damage or weaken;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
54ff8631-e18e-4414-b8e9-06239542b80f;immutable;unchangeable;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
801d303e-64cc-4fc8-84d2-8e2a3904ddab;imminent;"about to occur; impending";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
29ed6232-395e-45bf-8790-6a758c987b13;impede;to hinder or obstruct;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
cc0d40d2-7e98-4838-b01d-a1cdd7e3ae23;impecunious;having little or no money;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
288377cb-7cd2-4d17-96ab-a053cbfcb650;impassive;"insensible to pain; without feeling or emotion";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
b40cf618-90cc-4aa0-92b0-84d3eda92a11;impervious;"not allowing passage; unaffected";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8a958309-1d7d-41eb-a4e9-e17b2f9b116b;imperturbable;"calm; not easily disturbed";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
40367e16-ff9c-45f6-8c5e-20eeb901b293;impermeable;"not allowing passage; not able to be penetrated";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
75b0447c-da83-42ab-9b13-bdabfc9be7f6;implausible;unbelievable;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ef743072-c18c-42c2-8bad-a4064bcdb5aa;implacable;incapable of being appeased;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
411860f7-dec2-4a96-a1e7-03b9864a7eb0;impunity;freedom from punishment or harm;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
